created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Jul 30 23:59:26 +0000 2023;1685802313259323393;"@idrisbue @gibran_tweet Naruto aja biar keren🥰";0;1;0;1;in;435004096;1685677776702173184;Aryprasetyo85;https://twitter.com/Aryprasetyo85/status/1685802313259323393
Sun Jul 30 23:59:05 +0000 2023;1685802224776290304;"@Migran_TV_7777 @jokowi @gibran_tweet @kaesangp @bobbynasution_ gak akan";0;0;0;0;in;1604323942646579200;1685707714062942208;BedjoNugroho5;https://twitter.com/BedjoNugroho5/status/1685802224776290304
Sun Jul 30 23:58:52 +0000 2023;1685802167612125184;"@ch_chotimah2 @jokowi @mohmahfudmd @ListyoSigitP @DivHumas_Polri @gibran_tweet @mohmahfudmd @ListyoSigitP @ngopibareng_DAR apa orang seperti ini pantas di biarkan menghina kepala negara se enak jidatnya";0;1;0;4;in;1568905331245486085;1685668278226837505;warto_ae;https://twitter.com/warto_ae/status/1685802167612125184
Sun Jul 30 23:57:31 +0000 2023;1685801830230740992;"@Migran_TV_7777 @jokowi @gibran_tweet @kaesangp @bobbynasution_ Kalo skg gak akan bisa seperti Kolombia, karena Aparat Hukum msh pada suka terima amplop gak halal dan takut kehilangan Jabatan bahkan justru bisa dipenjara bila melakukan apa yg dilakukan Kolombia atau langsung dialamatkan ke Taman Kamboja.";0;1;0;11;in;1606195827432529921;1685707714062942208;NoraxIchan;https://twitter.com/NoraxIchan/status/1685801830230740992
Sun Jul 30 23:55:55 +0000 2023;1685801425513934848;"@Migran_TV_7777 @jokowi @gibran_tweet @kaesangp @bobbynasution_ Sbg anak Presiden Wakanda sy mengakui kl sy sdh mjd alat pencucian uang.";0;0;0;2;in;1098015609499971584;1685707714062942208;Om_HME;https://twitter.com/Om_HME/status/1685801425513934848
Sun Jul 30 23:54:45 +0000 2023;1685801132101386240;"@idrisbue @gibran_tweet Yg mana aja saya okeh";0;0;0;1;in;972357839279673344;1685677776702173184;FaGtng;https://twitter.com/FaGtng/status/1685801132101386240
Sun Jul 30 23:51:58 +0000 2023;1685800433233932288;"@Gus_Raharjo @gibran_tweet Munafikkkk....mengenai proyek di pemerintahan  semua  org sudah tahu";0;0;0;0;in;1520534165627629568;1685192142703198209;DinataHairu;https://twitter.com/DinataHairu/status/1685800433233932288
Sun Jul 30 23:47:47 +0000 2023;1685799380438376448;"@Leonita_Lestari Promosikan yang muda itu oke, tapi kok malah promosikan Gibran ?  Gibran itu kalau bukan krn anak Presiden bukan apa-apa, bahkan dia tidak tahu etika &amp  ambil jalan instan langsung rebut tiket Achmad Purnomo di PDIP  Ada byk anak2 muda lain yg lebih layak dibanding Gibran !";0;3;0;5;in;1621069877057568771;1685638154949373953;MelodiAsyik;https://twitter.com/MelodiAsyik/status/1685799380438376448
Sun Jul 30 23:47:22 +0000 2023;1685799276809756672;"Promosikan yang muda itu oke, tapi kok malah promosikan Gibran ?  Gibran itu kalau bukan krn anak Presiden bukan apa-apa, bahkan dia tidak tahu etika &amp  ambil jalan instan langsung rebut tiket Achmad Purnomo di PDIP  Ada byk anak2 muda lain yg lebih layak dibanding Gibran !";0;0;0;0;in;1621069877057568771;1685799276809756672;MelodiAsyik;https://twitter.com/MelodiAsyik/status/1685799276809756672
Sun Jul 30 23:47:07 +0000 2023;1685799210933977088;"@Annessautma @DavidWijaya82 @Dennysiregar7 @DivHumas_Polri @Puspen_TNI @gibran_tweet @kaesangp Simbol negara they said????? 🤣🤣🤣🤣";0;0;0;2;in;1289796406945832960;1685658371376955392;Anonnym77843904;https://twitter.com/Anonnym77843904/status/1685799210933977088
Sun Jul 30 23:44:22 +0000 2023;1685798520689975296;"@gibran_tweet Air putih mas @gibran_tweet. Ben sehatt sampeyan . Iki teko pusat https://t.co/0VlswkGhQA";0;0;0;0;in;1631335645649195009;1685628884551942144;brandalokajay_a;https://twitter.com/brandalokajay_a/status/1685798520689975296
Sun Jul 30 23:44:15 +0000 2023;1685798491279495168;"@gibran_tweet 💪🇲🇨🇲🇨semoga sehat selalu pak🙏";0;0;0;0;in;1493834871198089216;1685247898165104640;Winartokediri;https://twitter.com/Winartokediri/status/1685798491279495168
Sun Jul 30 23:42:57 +0000 2023;1685798162626449408;"@gibran_tweet Harno semanggi";0;0;0;0;in;1685454497005649920;1685628884551942144;Ganendr85682551;https://twitter.com/Ganendr85682551/status/1685798162626449408
Sun Jul 30 23:42:53 +0000 2023;1685798147166277632;"@gibran_tweet Emang boleh sewibu ini bg??🤯🤯";0;0;0;0;in;1638747249395257344;1685247898165104640;pacarbrighttty;https://twitter.com/pacarbrighttty/status/1685798147166277632
Sun Jul 30 23:35:12 +0000 2023;1685796215383035906;"Senin, 31 Agustus 2023.   Selamat Ulang Tahun keponakanku, Gibran 🎉🎉🎉🎉🎉🎉🎉🎁🎁🎁";0;0;0;0;in;780190110;1685796215383035906;february5_7th;https://twitter.com/february5_7th/status/1685796215383035906
Sun Jul 30 23:32:55 +0000 2023;1685795636896251904;"@gibran_tweet Karbitan dari dungunya masuk politik g koreksi diri andal ortu doang";0;0;0;0;in;1253986640281759745;1685137995891183616;AbdulLa29992030;https://twitter.com/AbdulLa29992030/status/1685795636896251904
Sun Jul 30 23:32:22 +0000 2023;1685795501189513216;"@bowo_1987 @elisa_jkt Mending gibran, ada buktinya, lah RK? Apaan, planning doang keren, eksekusi carut marur";0;1;0;0;in;90870447;1685662869587886080;unsaintedperson;https://twitter.com/unsaintedperson/status/1685795501189513216
Sun Jul 30 23:21:39 +0000 2023;1685792803329327104;"@gunasatwam @Abd_Masroer @Gus_Raharjo @gibran_tweet jleb.. haha masalah beda pilih bawa kalimat rakyat kecil tp gak ngaca😄";0;0;0;0;in;882897321834315776;1685192142703198209;selisihwaktu;https://twitter.com/selisihwaktu/status/1685792803329327104
Sun Jul 30 23:14:16 +0000 2023;1685790944707346432;"Bangunlah pada pagi hari dengan sayap hati mengepak dan bersyukurlah atas datangnya satu lembar hari yang penuh kasih" . - Khalil Gibran #8halopagi";0;0;0;0;in;67074759;1685790944707346432;Miminkz;https://twitter.com/Miminkz/status/1685790944707346432
Sun Jul 30 23:08:55 +0000 2023;1685789599464128512;"Mas ga kepengen bikin bandara solo jadi international airport? @gibran_tweet   Jauh bener mesti ke yia 🙃";0;1;0;0;in;980946008455573504;1685789599464128512;budakbangtan;https://twitter.com/budakbangtan/status/1685789599464128512
Sun Jul 30 23:07:07 +0000 2023;1685789144986038272;"@alisyarief Entar lagi kalo mk kabulkan batas usia capres, gibran maju capres melalui koalisi golkar dan pan,pelihara terus ente punya kebencian 😂😂😂😂";0;0;0;3;in;1280091487208792066;1685595170228817920;SyarifullahDja1;https://twitter.com/SyarifullahDja1/status/1685789144986038272
Sun Jul 30 23:05:45 +0000 2023;1685788803280318464;"@Dennysiregar7 Percuma tag @DivHumas_Polri  @jokowi @mohmahfudmd @gibran_tweet @Puspen_TNI";0;0;0;1;in;1087218849143902210;1685658371376955392;dwijaprata;https://twitter.com/dwijaprata/status/1685788803280318464
Sun Jul 30 23:02:40 +0000 2023;1685788026780438528;"@Migran_TV_7777 @jokowi @gibran_tweet @kaesangp @bobbynasution_ siapapun yg slh ya di hukum, kalau korupsi ya di gantung,";0;1;0;2;in;1489979337885765633;1685707714062942208;Kopirobusta9;https://twitter.com/Kopirobusta9/status/1685788026780438528
Sun Jul 30 23:01:05 +0000 2023;1685787626073456640;"@Leonita_Lestari Peta politik bisa saja berubah di detik detik akhir, apa selama 2 tahun lebih kita disuguhkan anies, ganjar dan prabowo, kalau golkar dan pan berkoalisi utk dukung gibran jadi capres kenapa tidak ? Beliau selama ini hanya disurvei utk cawapres, coba aja di survei capres ?";0;0;0;2;in;1280091487208792066;1685638154949373953;SyarifullahDja1;https://twitter.com/SyarifullahDja1/status/1685787626073456640
Sun Jul 30 22:54:56 +0000 2023;1685786081055416320;"lagu yg indah utk pemimpin rakyat @jokowi @psi_id @PDI_Perjuangan @ganjarpranowo @gibran_tweet  https://t.co/wiXe0us1sU";0;0;1;1;in;1603780851506216960;1685786081055416320;PowerInvestindo;https://twitter.com/PowerInvestindo/status/1685786081055416320
Sun Jul 30 22:52:09 +0000 2023;1685785377716744192;"gimana nih? makar? @tni_ad @_TNIAU @Puspen_TNI @_TNIAL_ @TMCPoldaMetro @CCICPolri @mohmahfudmd @gibran_tweet @KemensetnegRI @";0;0;0;0;in;2185192315;1685785377716744192;iemanzkw;https://twitter.com/iemanzkw/status/1685785377716744192
Sun Jul 30 22:48:54 +0000 2023;1685784559873589248;"@tahtananta Pada level generasi milenial sosok Gibran tepat mewakili kaum muda berpikir cerdas. Bibit kandidat masa depan 😊👍";0;0;0;0;in;759622581779509248;1685533653299085312;NartoNang2;https://twitter.com/NartoNang2/status/1685784559873589248
Sun Jul 30 22:45:01 +0000 2023;1685783584270106624;"@Migran_TV_7777 @jokowi @gibran_tweet @kaesangp @bobbynasution_ Potensi Besar, Sudah Ada Pengaduan";0;1;0;1;in;1470005716861657090;1685707714062942208;muhammad_nuhadi;https://twitter.com/muhammad_nuhadi/status/1685783584270106624
Sun Jul 30 22:40:36 +0000 2023;1685782472871878656;"@Macho90El @__PASMANTAP Ketiga orang di foto ini sama ga? Kalo itu bukan Jokowi, jadi yang nikah ama bu Iriana itu siapa? Kaesang gibran jadi anak haram gitu? Bisa jawab ga? https://t.co/dCqoy07wGA";0;0;0;0;in;1591240328258146304;1685320797056102400;HelmiAdnanz;https://twitter.com/HelmiAdnanz/status/1685782472871878656
Sun Jul 30 22:39:22 +0000 2023;1685782160576548864;"-mas gibran(bukan anak jokowi)";0;0;0;0;in;841570244;1685782009560604673;fancyagarlic;https://twitter.com/fancyagarlic/status/1685782160576548864
Sun Jul 30 22:37:51 +0000 2023;1685781781470199808;"@Migran_TV_7777 @jokowi @gibran_tweet @kaesangp @bobbynasution_ Ini baru penegak hkm yg berani menindak siapapun dia,ank Presiden Kolombia terima gratifikasi dr BD narkoba sikat tangkap,cukong berani beri gratifikasi pd keluarga pejabat/pejabat itu biasa dr mafia tanah,mafia tambang,mafia tebang hutan,mafia judi,mafia narkoba,bener gak sih";0;1;0;4;in;1395713255637585923;1685707714062942208;Budionotaslim3;https://twitter.com/Budionotaslim3/status/1685781781470199808
Sun Jul 30 22:37:43 +0000 2023;1685781746669735937;"@durimufadi @__PASMANTAP Oke deh. Terus yang di buku nikah ini siapa? Kalo itu bukan Jokowi, berati kaesang gibran anak haram dong. Bisa jawab? https://t.co/7hcnRFsDxW";0;0;0;0;in;1591240328258146304;1685320797056102400;HelmiAdnanz;https://twitter.com/HelmiAdnanz/status/1685781746669735937
Sun Jul 30 22:28:01 +0000 2023;1685779306801401856;"Sinyal Bersedia Jadi Cawapres, Damai Lubis: Upaya Gibran dan Keluarga Selamatkan dari Jerat Hukum https://t.co/Bchh6RDZAk";0;1;4;11;in;1502697277323837444;1685779306801401856;DamaiHariLubis;https://twitter.com/DamaiHariLubis/status/1685779306801401856
Sun Jul 30 22:27:28 +0000 2023;1685779167743483904;"@Migran_TV_7777 @jokowi @gibran_tweet @kaesangp @bobbynasution_ Masalah waktu sj .";0;0;0;2;in;1609378953294401537;1685707714062942208;AyuRock2;https://twitter.com/AyuRock2/status/1685779167743483904
Sun Jul 30 21:57:09 +0000 2023;1685771539072045056;"aku kamuan doang jadian kaga YHAAAAA KACAU BGT GIBRAN HAIDAR ANAK ORG KAGA DIKASIH KEPASTIAN😅😅😅😅😅😅";0;0;0;0;in;1426951881587265537;1685771539072045056;notforyuw;https://twitter.com/notforyuw/status/1685771539072045056
Sun Jul 30 21:44:32 +0000 2023;1685768363035983872;"@haloakumermet @gibran_tweet Bisa datebayo😅";0;0;0;0;in;1387846421747961857;1685464188016332800;AnQ224;https://twitter.com/AnQ224/status/1685768363035983872
Sun Jul 30 21:39:01 +0000 2023;1685766974570463232;"Dugaan KKN Gibran Macet, Lucu, TNI dan KPK Berperang https://t.co/mtLSxhQ3Ly Cc @faizalassegaf";0;0;0;0;in;2230871244;1685766974570463232;KangSarjono1;https://twitter.com/KangSarjono1/status/1685766974570463232
Sun Jul 30 21:19:15 +0000 2023;1685761999018553345;"@ch_chotimah2 @jokowi @mohmahfudmd @ListyoSigitP @DivHumas_Polri Ini si @rockygerung_rg bicara begini maksudnya apa? Apakah Bpk. @jokowi masih akan diam saja shg rakyat bebas saling caci maki wong presidennya aja oke² saja? Apa Mas Wali @gibran_tweet juga gak masalah dg umpatan Rocky Gerung thd Keng Rama? Apakah Dik @kaesangp juga terima saja?";0;0;0;0;in;1603374160503541760;1685668278226837505;taliwongsooo;https://twitter.com/taliwongsooo/status/1685761999018553345
